FECHA,TMAX,TMIN,NOMBRE
5032021,33,18,TINOGASTA
5032021,27.3,10.9,TRELEW AERO
5032021,29.1,15.7,TRENQUE LAUQUEN
5032021,22.4,15.8,TRES ARROYOS
5032021,30.5,20,TUCUMAN AERO
5032021,15.6,11,USHUAIA AERO
5032021,31.6,13.4,USPALLATA
5032021,27.5,17.8,VENADO TUERTO AERO
5032021,29,17.9,VICTORICA
5032021,24.1,15.6,VIEDMA AERO
5032021,32.2,17.7,VILLA DE MARIA DEL RIO SECO
5032021,32.5,16.3,VILLA DOLORES AERO
5032021,21.5,15,VILLA GESELL AERO
5032021,31,16.3,VILLA REYNOLDS AERO
4032021,27.5,23.3,AEROPARQUE AERO
4032021,30,18.6,AZUL AERO
4032021,27,17.8,BAHIA BLANCA AERO
4032021,31,9.2,BARILOCHE AERO
4032021,-2.5,-10,BASE BELGRANO II
4032021,3.8,-0.3,BASE CARLINI (EX JUBANY)
4032021,8.4,2.1,BASE ESPERANZA
4032021,9.3,0.2,BASE MARAMBIO
4032021,5.7,0.9,BASE ORCADAS
4032021,5.3,-1,BASE SAN MARTIN
4032021,26.9,19,BENITO JUAREZ AERO
4032021,24,17.3,BERNARDO DE IRIGOYEN AERO
4032021,31.4,20.4,BOLIVAR AERO
4032021,29.2,23.5,BUENOS AIRES OBSERVATORIO
4032021,29.5,21.5,CAMPO DE MAYO AERO
4032021,33.2,18.8,CATAMARCA AERO
4032021,31.5,20.4,CERES AERO
4032021,32.8,18,CHAMICAL AERO
4032021,30.2,7.6,CHAPELCO AERO
4032021,34.5,16.5,CHEPES
4032021,32,16.5,CHILECITO AERO
4032021,25,19.1,CIPOLLETTI
4032021,16.1,13.4,COMODORO RIVADAVIA AERO
4032021,28.6,21,CONCORDIA AERO
4032021,30,17.3,CORDOBA AERO
4032021,30.1,19.3,CORDOBA OBSERVATORIO
4032021,25.1,18.5,CORONEL PRINGLES AERO
4032021,27,18.7,CORONEL SUAREZ AERO
4032021,31,21.7,CORRIENTES AERO
4032021,29.2,20.1,DOLORES AERO
4032021,31.5,9,EL BOLSON AERO
4032021,19.9,2,EL CALAFATE AERO
4032021,30.2,23.5,EL PALOMAR AERO
4032021,30,20,EL TREBOL
4032021,29.3,17.7,ESCUELA DE AVIACION MILITAR AERO
4032021,27.1,8.5,ESQUEL AERO
4032021,30.4,22.1,EZEIZA AERO
4032021,31.5,23,FORMOSA AERO
4032021,33,18.7,GENERAL PICO AERO
4032021,25,5.5,GOBERNADOR GREGORES AERO
4032021,29,22,GUALEGUAYCHU AERO
4032021,28.2,20.4,IGUAZU AERO
4032021,30.2,21.5,ITUZAINGO
4032021,31.5,15,JACHAL
4032021,27.7,17.9,JUJUY AERO
4032021,25.4,17.1,JUJUY U N
4032021,32.7,19.9,JUNIN AERO
4032021,27.9,21.5,LA PLATA AERO
4032021,20.4,10.4,LA QUIACA OBSERVATORIO
4032021,34.5,17.9,LA RIOJA AERO
4032021,31.2,18.9,LABOULAYE AERO
4032021,31.5,18.7,LAS FLORES
4032021,33,22,LAS LOMITAS
4032021,29.6,12.5,MALARGUE AERO
4032021,25.9,14.4,MAQUINCHAO
4032021,28.5,15.7,MAR DEL PLATA AERO
4032021,30.6,17.4,MARCOS JUAREZ AERO
4032021,29.7,23,MARIANO MORENO AERO
4032021,34.5,17.8,MENDOZA AERO
4032021,,16.7,MENDOZA OBSERVATORIO
4032021,29.2,21,MERCEDES AERO (CTES)
4032021,30,21,MERLO AERO
4032021,27.5,17.5,METAN
4032021,28.7,21.3,MONTE CASEROS AERO
4032021,29,23.5,MORON AERO
4032021,24.9,18.2,NEUQUEN AERO
4032021,31.5,19.7,NUEVE DE JULIO
4032021,29.8,19.3,OLAVARRIA AERO
4032021,27,20.9,ORAN AERO
4032021,29,19,PARANA AERO
4032021,24.4,9,PASO DE INDIOS
4032021,28.6,21,PASO DE LOS LIBRES AERO
4032021,31.2,18.2,PEHUAJO AERO
4032021,26.7,4.5,PERITO MORENO AERO
4032021,27.1,18.3,PIGUE AERO
4032021,30.3,17.4,PILAR OBSERVATORIO
4032021,30.7,22.5,POSADAS AERO
4032021,32.6,19.7,PRESIDENCIA ROQUE SAENZ PEÑA AERO
4032021,16.1,9.8,PUERTO DESEADO AERO
4032021,19.5,13.6,PUERTO MADRYN AERO
4032021,27,21,PUNTA INDIO B.A.
4032021,29.5,20,RAFAELA AERO
4032021,28.3,21.6,RECONQUISTA AERO
4032021,31.4,22.4,RESISTENCIA AERO
4032021,28,19.8,RIO COLORADO
4032021,29,18.3,RIO CUARTO AERO
4032021,21.3,2.7,RIO GALLEGOS AERO
4032021,20,1.7,RIO GRANDE B.A.
4032021,33.5,21,RIVADAVIA
4032021,29.9,20.2,ROSARIO AERO
4032021,27,16.4,SALTA AERO
4032021,21,15.2,SAN ANTONIO OESTE AERO
4032021,34,15,SAN CARLOS (MZA)
4032021,27.8,23.4,SAN FERNANDO AERO
4032021,35.5,19,SAN JUAN AERO
4032021,20.5,8.1,SAN JULIAN AERO
4032021,32.5,18.5,SAN LUIS AERO
4032021,35,18.9,SAN MARTIN (MZA)
4032021,32.4,17.6,SAN RAFAEL AERO
4032021,22.4,8.7,SANTA CRUZ AERO
4032021,32.4,18.4,SANTA ROSA AERO
4032021,31.2,14,SANTA ROSA DE CONLARA AERO
4032021,32.5,19,SANTIAGO DEL ESTERO AERO
4032021,30.3,20.4,SAUCE VIEJO AERO
4032021,30.5,19.9,SUNCHALES AERO
4032021,30.4,15.4,TANDIL AERO
4032021,26.2,18.8,TARTAGAL AERO
4032021,31.7,20,TERMAS DE RIO HONDO AERO
4032021,32,16,TINOGASTA
4032021,20,14.1,TRELEW AERO
4032021,32.2,19.5,TRENQUE LAUQUEN
4032021,26.6,18.5,TRES ARROYOS
4032021,30.4,18.6,TUCUMAN AERO
4032021,16,8,USHUAIA AERO
4032021,28.6,11.4,USPALLATA
4032021,30,19.4,VENADO TUERTO AERO
4032021,34.3,18.7,VICTORICA
4032021,22.1,16.6,VIEDMA AERO
4032021,31.7,18,VILLA DE MARIA DEL RIO SECO
4032021,32,16.5,VILLA DOLORES AERO
4032021,27,15.4,VILLA GESELL AERO
4032021,32.3,15,VILLA REYNOLDS AERO
3032021,27.5,23.2,AEROPARQUE AERO
3032021,30,19.6,AZUL AERO
3032021,35.3,19,BAHIA BLANCA AERO
3032021,28.9,10,BARILOCHE AERO
3032021,-3,-10,BASE BELGRANO II
3032021,4.1,0.4,BASE CARLINI (EX JUBANY)
3032021,6.1,0.8,BASE ESPERANZA
3032021,4.6,-0.9,BASE MARAMBIO
3032021,3.9,1.3,BASE ORCADAS
3032021,5.4,-2.5,BASE SAN MARTIN
3032021,31,18.7,BENITO JUAREZ AERO
3032021,27.3,19,BERNARDO DE IRIGOYEN AERO
3032021,30.1,20,BOLIVAR AERO
3032021,29,23.4,BUENOS AIRES OBSERVATORIO
3032021,28.9,22,CAMPO DE MAYO AERO
3032021,28.8,18.8,CATAMARCA AERO
3032021,30.5,22.5,CERES AERO
3032021,29.4,18.4,CHAMICAL AERO
3032021,31.8,11.8,CHAPELCO AERO
3032021,29.4,19,CHEPES
3032021,29,16,CHILECITO AERO
3032021,26.5,17.2,CIPOLLETTI
3032021,17.3,11.3,COMODORO RIVADAVIA AERO
3032021,32.4,22.1,CONCORDIA AERO
3032021,27.8,18.6,CORDOBA AERO
3032021,27.8,20,CORDOBA OBSERVATORIO
3032021,32.7,17.2,CORONEL PRINGLES AERO
3032021,31,18.7,CORONEL SUAREZ AERO
3032021,34.4,22.4,CORRIENTES AERO
3032021,28.7,20,DOLORES AERO
3032021,32.1,11.5,EL BOLSON AERO
3032021,17.9,3,EL CALAFATE AERO
3032021,29.4,23.5,EL PALOMAR AERO
3032021,30.3,18.8,EL TREBOL
3032021,27.2,18.1,ESCUELA DE AVIACION MILITAR AERO
3032021,27.2,11.6,ESQUEL AERO
3032021,30,21.9,EZEIZA AERO
3032021,34.5,23.7,FORMOSA AERO
3032021,33,18.5,GENERAL PICO AERO
3032021,19.5,7,GOBERNADOR GREGORES AERO
3032021,32.6,22.4,GUALEGUAYCHU AERO
3032021,31.8,22,IGUAZU AERO
3032021,35.8,21.5,ITUZAINGO
3032021,29,12.6,JACHAL
3032021,25.4,19.3,JUJUY AERO
3032021,24.1,17.6,JUJUY U N
3032021,31.7,19.8,JUNIN AERO
3032021,28.5,22.3,LA PLATA AERO
3032021,22.6,8.5,LA QUIACA OBSERVATORIO
3032021,29.6,18.1,LA RIOJA AERO
3032021,31.9,19.3,LABOULAYE AERO
3032021,31,20,LAS FLORES
3032021,34.5,23,LAS LOMITAS
3032021,29.9,13,MALARGUE AERO
3032021,26.5,14.5,MAQUINCHAO
3032021,25.5,21,MAR DEL PLATA AERO
3032021,32.2,18.2,MARCOS JUAREZ AERO
3032021,29.5,23.5,MARIANO MORENO AERO
3032021,31.6,18,MENDOZA AERO
3032021,,16,MENDOZA OBSERVATORIO
3032021,33.6,22,MERCEDES AERO (CTES)
3032021,30,23,MERLO AERO
3032021,22.5,19.4,METAN
3032021,35.6,22.8,MONTE CASEROS AERO
3032021,29.9,23.3,MORON AERO
3032021,26.7,17,NEUQUEN AERO
3032021,30.6,20.1,NUEVE DE JULIO
3032021,,,OBERA
3032021,29.9,20.9,OLAVARRIA AERO
3032021,29.8,21.1,ORAN AERO
3032021,31.5,21.4,PARANA AERO
3032021,17.7,10.1,PASO DE INDIOS
3032021,33.4,21.8,PASO DE LOS LIBRES AERO
3032021,31,19.7,PEHUAJO AERO
3032021,21.5,8.8,PERITO MORENO AERO
3032021,30.3,19.2,PIGUE AERO
3032021,28.5,20,PILAR OBSERVATORIO
3032021,33.5,24.1,POSADAS AERO
3032021,31.1,22.4,PRESIDENCIA ROQUE SAENZ PEÑA AERO
3032021,13.6,9.8,PUERTO DESEADO AERO
3032021,17,14,PUERTO MADRYN AERO
3032021,27.5,23,PUNTA INDIO B.A.
3032021,32,20,RAFAELA AERO
3032021,32.5,22.4,RECONQUISTA AERO
3032021,34,23.9,RESISTENCIA AERO
3032021,33.6,20,RIO COLORADO
3032021,28.8,18.2,RIO CUARTO AERO
3032021,19.5,-0.4,RIO GALLEGOS AERO
3032021,18.2,0.8,RIO GRANDE B.A.
3032021,34,23.8,RIVADAVIA
3032021,33.3,22.1,ROSARIO AERO
3032021,22,18,SALTA AERO
3032021,24.5,15.5,SAN ANTONIO OESTE AERO
3032021,31,13,SAN CARLOS (MZA)
3032021,28.4,22.6,SAN FERNANDO AERO
3032021,32.5,20,SAN JUAN AERO
3032021,16.5,5.9,SAN JULIAN AERO
3032021,28.6,18.9,SAN LUIS AERO
3032021,31.7,17.6,SAN MARTIN (MZA)
3032021,32.5,16.5,SAN RAFAEL AERO
3032021,18.4,3.4,SANTA CRUZ AERO
3032021,32.5,18.9,SANTA ROSA AERO
3032021,24.6,13.9,SANTA ROSA DE CONLARA AERO
3032021,29.2,21,SANTIAGO DEL ESTERO AERO
3032021,32.9,20.5,SAUCE VIEJO AERO
3032021,32.3,20.4,SUNCHALES AERO
3032021,30.2,20.4,TANDIL AERO
3032021,30,21.9,TARTAGAL AERO
3032021,28.2,19.5,TERMAS DE RIO HONDO AERO
3032021,28.5,16.4,TINOGASTA
3032021,17,14.3,TRELEW AERO
3032021,33.2,20.2,TRENQUE LAUQUEN
3032021,32.8,19.9,TRES ARROYOS
3032021,27.1,19.7,TUCUMAN AERO
3032021,14.2,8,USHUAIA AERO
3032021,27,9.1,USPALLATA
3032021,31,20,VENADO TUERTO AERO
3032021,33.5,19.5,VICTORICA
3032021,29.9,17.6,VIEDMA AERO
3032021,28.5,20.6,VILLA DE MARIA DEL RIO SECO
3032021,25.6,18.5,VILLA DOLORES AERO
3032021,26.4,19.6,VILLA GESELL AERO
3032021,33.2,15.5,VILLA REYNOLDS AERO
2032021,28.3,23.3,AEROPARQUE AERO
2032021,29.8,17.8,AZUL AERO
2032021,34.7,20.9,BAHIA BLANCA AERO
2032021,31.5,10.3,BARILOCHE AERO
2032021,-4.5,-11.5,BASE BELGRANO II
2032021,4.3,1.4,BASE CARLINI (EX JUBANY)
2032021,5.4,2.3,BASE ESPERANZA
2032021,5.8,-0.2,BASE MARAMBIO
2032021,7,1.8,BASE ORCADAS
2032021,4.7,-2.6,BASE SAN MARTIN
2032021,30.9,17.8,BENITO JUAREZ AERO
2032021,29.5,19,BERNARDO DE IRIGOYEN AERO
2032021,30.1,17.5,BOLIVAR AERO
2032021,29.9,23.5,BUENOS AIRES OBSERVATORIO
2032021,29.2,20,CAMPO DE MAYO AERO
2032021,29.5,19.4,CATAMARCA AERO
2032021,33.3,21.6,CERES AERO
2032021,27,18.4,CHAMICAL AERO
2032021,32.6,8.8,CHAPELCO AERO
2032021,27,17.5,CHEPES
2032021,21.5,18,CHILECITO AERO
2032021,30,18.7,CIPOLLETTI
2032021,15.8,10.6,COMODORO RIVADAVIA AERO
2032021,33.2,21.5,CONCORDIA AERO
2032021,30.5,19.1,CORDOBA AERO
2032021,31.5,20.8,CORDOBA OBSERVATORIO
2032021,33.1,17.5,CORONEL PRINGLES AERO
2032021,31.5,16.5,CORONEL SUAREZ AERO
2032021,36.5,22.3,CORRIENTES AERO
2032021,29.2,19.6,DOLORES AERO
2032021,31.6,10.5,EL BOLSON AERO
2032021,17.1,5,EL CALAFATE AERO
2032021,30.3,23.5,EL PALOMAR AERO
2032021,32.5,20,EL TREBOL
2032021,30,19.6,ESCUELA DE AVIACION MILITAR AERO
2032021,27.5,9,ESQUEL AERO
2032021,30.8,21,EZEIZA AERO
2032021,35.6,23.3,FORMOSA AERO
2032021,32.5,19.2,GENERAL PICO AERO
2032021,18.5,6.5,GOBERNADOR GREGORES AERO
2032021,32.3,21.1,GUALEGUAYCHU AERO
2032021,32.4,21,IGUAZU AERO
2032021,35.8,21,ITUZAINGO
2032021,21.5,16,JACHAL
2032021,28.3,18,JUJUY AERO
2032021,23.8,17.7,JUJUY U N
2032021,31.9,19.6,JUNIN AERO
2032021,28.8,21.4,LA PLATA AERO
2032021,19,7.9,LA QUIACA OBSERVATORIO
2032021,27.1,19.8,LA RIOJA AERO
2032021,31.8,18.3,LABOULAYE AERO
2032021,30.5,19.9,LAS FLORES
2032021,38.1,23.8,LAS LOMITAS
2032021,30.1,13.8,MALARGUE AERO
2032021,27.5,15,MAQUINCHAO
2032021,26.5,18.5,MAR DEL PLATA AERO
2032021,31.5,19.9,MARCOS JUAREZ AERO
2032021,30,23.1,MARIANO MORENO AERO
2032021,27.8,19.1,MENDOZA AERO
2032021,,17.5,MENDOZA OBSERVATORIO
2032021,34,21.4,MERCEDES AERO (CTES)
2032021,31,22.6,MERLO AERO
2032021,25,18,METAN
2032021,34.2,21.8,MONTE CASEROS AERO
2032021,30,23.5,MORON AERO
2032021,29.6,19,NEUQUEN AERO
2032021,31.5,19.5,NUEVE DE JULIO
2032021,33.5,22.5,OBERA
2032021,30.5,18.5,OLAVARRIA AERO
2032021,32.1,22.2,ORAN AERO
2032021,31,20.9,PARANA AERO
2032021,20.3,7.8,PASO DE INDIOS
2032021,34.2,22.4,PASO DE LOS LIBRES AERO
2032021,32.6,18.5,PEHUAJO AERO
2032021,18.2,9,PERITO MORENO AERO
2032021,32.3,17.4,PIGUE AERO
2032021,31,20.5,PILAR OBSERVATORIO
2032021,34.6,24.1,POSADAS AERO
2032021,35.9,23.5,PRESIDENCIA ROQUE SAENZ PEÑA AERO
2032021,12.1,5.4,PUERTO DESEADO AERO
2032021,16.8,14.4,PUERTO MADRYN AERO
2032021,27.8,23,PUNTA INDIO B.A.
2032021,32.6,20,RAFAELA AERO
2032021,34.4,21.9,RECONQUISTA AERO
2032021,37,22.2,RESISTENCIA AERO
2032021,36.2,23.8,RIO COLORADO
2032021,28.2,19.6,RIO CUARTO AERO
2032021,18,0.2,RIO GALLEGOS AERO
2032021,17.3,-0.8,RIO GRANDE B.A.
2032021,37,23,RIVADAVIA
2032021,32.6,21.7,ROSARIO AERO
2032021,24.6,17.4,SALTA AERO
2032021,24,15.2,SAN ANTONIO OESTE AERO
2032021,30,14.5,SAN CARLOS (MZA)
2032021,28.7,23.6,SAN FERNANDO AERO
2032021,26.6,19.7,SAN JUAN AERO
2032021,12,2.4,SAN JULIAN AERO
2032021,29.5,18.1,SAN LUIS AERO
2032021,29.3,18,SAN MARTIN (MZA)
2032021,32.2,17.5,SAN RAFAEL AERO
2032021,15,0.1,SANTA CRUZ AERO
2032021,32.5,19.8,SANTA ROSA AERO
2032021,29.7,15,SANTA ROSA DE CONLARA AERO
2032021,32.5,20,SANTIAGO DEL ESTERO AERO
2032021,31.8,18.3,SAUCE VIEJO AERO
2032021,32.7,20.3,SUNCHALES AERO
2032021,30.5,18,TANDIL AERO
2032021,33.4,20.8,TARTAGAL AERO
2032021,29,20.2,TERMAS DE RIO HONDO AERO
2032021,25,18.2,TINOGASTA
2032021,18,13.1,TRELEW AERO
2032021,33.8,20.5,TRENQUE LAUQUEN
2032021,33.8,18.8,TRES ARROYOS
2032021,27.6,20,TUCUMAN AERO
2032021,14.5,5,USHUAIA AERO
2032021,16.2,11.5,USPALLATA
2032021,30,19.1,VENADO TUERTO AERO
2032021,33.5,19.8,VICTORICA
2032021,23.9,17.6,VIEDMA AERO
2032021,31.7,21,VILLA DE MARIA DEL RIO SECO
2032021,28.8,18.5,VILLA DOLORES AERO
2032021,26.8,19,VILLA GESELL AERO
2032021,32,14.8,VILLA REYNOLDS AERO
1032021,27.8,23,AEROPARQUE AERO
1032021,27.5,19.3,AZUL AERO
1032021,35.7,21.3,BAHIA BLANCA AERO
1032021,29.4,8.8,BARILOCHE AERO
1032021,-4.2,-13,BASE BELGRANO II
1032021,3.5,1,BASE CARLINI (EX JUBANY)
1032021,5.6,1.1,BASE ESPERANZA
1032021,5.2,-0.7,BASE MARAMBIO
1032021,6.2,1.7,BASE ORCADAS
1032021,2,-2,BASE SAN MARTIN
1032021,30.7,19,BENITO JUAREZ AERO
1032021,28,18.8,BERNARDO DE IRIGOYEN AERO
1032021,30.6,18,BOLIVAR AERO
1032021,29.6,22.9,BUENOS AIRES OBSERVATORIO
1032021,29,20.3,CAMPO DE MAYO AERO
1032021,33.5,20.3,CATAMARCA AERO
1032021,33,18.6,CERES AERO
1032021,29.8,20.4,CHAMICAL AERO
1032021,32.4,5.4,CHAPELCO AERO
1032021,28,23,CHEPES
1032021,28.5,19,CHILECITO AERO
1032021,36.7,17.4,CIPOLLETTI
1032021,27.5,15.7,COMODORO RIVADAVIA AERO
1032021,32.6,20,CONCORDIA AERO
1032021,26.6,20.3,CORDOBA AERO
1032021,27.2,21.7,CORDOBA OBSERVATORIO
1032021,32.6,17.2,CORONEL PRINGLES AERO
1032021,31.2,15.7,CORONEL SUAREZ AERO
1032021,36.3,20.9,CORRIENTES AERO
1032021,28.2,20.1,DOLORES AERO
1032021,31.6,10.8,EL BOLSON AERO
1032021,16.4,6,EL CALAFATE AERO
1032021,30,22.5,EL PALOMAR AERO
1032021,31.3,20.5,EL TREBOL
1032021,26.5,19.7,ESCUELA DE AVIACION MILITAR AERO
1032021,25.4,12.6,ESQUEL AERO
1032021,30.1,22.6,EZEIZA AERO
1032021,35.5,22.8,FORMOSA AERO
1032021,32.4,18.3,GENERAL PICO AERO
1032021,19.8,6,GOBERNADOR GREGORES AERO
1032021,32.5,21.2,GUALEGUAYCHU AERO
1032021,31.9,22.6,IGUAZU AERO
1032021,36.6,20,ITUZAINGO
1032021,28,17.8,JACHAL
1032021,30.6,18.6,JUJUY AERO
1032021,28.5,16.7,JUJUY U N
1032021,27,20.7,JUNIN AERO
1032021,27.8,21.4,LA PLATA AERO
1032021,19.8,8,LA QUIACA OBSERVATORIO
1032021,30.3,21.6,LA RIOJA AERO
1032021,31.4,19,LABOULAYE AERO
1032021,28.5,21.5,LAS FLORES
1032021,38.5,22,LAS LOMITAS
1032021,30.2,17.2,MALARGUE AERO
1032021,31.5,9.7,MAQUINCHAO
1032021,28,19.5,MAR DEL PLATA AERO
1032021,30.6,19.6,MARCOS JUAREZ AERO
1032021,30,22.5,MARIANO MORENO AERO
1032021,29.8,19.2,MENDOZA AERO
1032021,,18.6,MENDOZA OBSERVATORIO
1032021,33,20.4,MERCEDES AERO (CTES)
1032021,30,22.4,MERLO AERO
1032021,32.2,20,METAN
1032021,34.4,20.6,MONTE CASEROS AERO
1032021,30,23.1,MORON AERO
1032021,35.6,14.9,NEUQUEN AERO
1032021,29,19.3,NUEVE DE JULIO
1032021,33,21.5,OBERA
1032021,28.8,18.2,OLAVARRIA AERO
1032021,34.8,22.7,ORAN AERO
1032021,32.8,20.4,PARANA AERO
1032021,27.4,17.2,PASO DE INDIOS
1032021,33.8,21.1,PASO DE LOS LIBRES AERO
1032021,30.8,18.7,PEHUAJO AERO
1032021,23.5,,PERITO MORENO AERO
1032021,32,16.6,PIGUE AERO
1032021,28.1,20,PILAR OBSERVATORIO
1032021,35,22.6,POSADAS AERO
1032021,37.6,17.6,PRESIDENCIA ROQUE SAENZ PEÑA AERO
1032021,24,10,PUERTO DESEADO AERO
1032021,28.4,16.2,PUERTO MADRYN AERO
1032021,27,21,PUNTA INDIO B.A.
1032021,32,20,RAFAELA AERO
1032021,33.4,21.1,RECONQUISTA AERO
1032021,37,21.9,RESISTENCIA AERO
1032021,35.2,21.8,RIO COLORADO
1032021,29.2,19.6,RIO CUARTO AERO
1032021,14,0.7,RIO GALLEGOS AERO
1032021,11.4,6.4,RIO GRANDE B.A.
1032021,40.2,23.5,RIVADAVIA
1032021,33.4,22.3,ROSARIO AERO
1032021,28.2,16.4,SALTA AERO
1032021,30,16.8,SAN ANTONIO OESTE AERO
1032021,32,16,SAN CARLOS (MZA)
1032021,28.7,21.8,SAN FERNANDO AERO
1032021,30.4,20.2,SAN JUAN AERO
1032021,17.6,7.9,SAN JULIAN AERO
1032021,28.4,20.5,SAN LUIS AERO
1032021,30.5,19.5,SAN MARTIN (MZA)
1032021,31,18.6,SAN RAFAEL AERO
1032021,14,5.7,SANTA CRUZ AERO
1032021,32,18.7,SANTA ROSA AERO
1032021,29.7,20.1,SANTA ROSA DE CONLARA AERO
1032021,36.2,21.2,SANTIAGO DEL ESTERO AERO
1032021,33,24,SAUCE VIEJO AERO
1032021,32.8,19.8,SUNCHALES AERO
1032021,29.5,19,TANDIL AERO
1032021,35.5,21.2,TARTAGAL AERO
1032021,35.6,,TERMAS DE RIO HONDO AERO
1032021,33,20.2,TINOGASTA
1032021,32.8,16.3,TRELEW AERO
1032021,33.9,18.8,TRENQUE LAUQUEN
1032021,34.3,18.9,TRES ARROYOS
1032021,33.5,21.6,TUCUMAN AERO
1032021,12,5.5,USHUAIA AERO
1032021,27,12,USPALLATA
1032021,30,19.6,VENADO TUERTO AERO
1032021,32.4,18.7,VICTORICA
1032021,32.3,18.5,VIEDMA AERO
1032021,32.1,21,VILLA DE MARIA DEL RIO SECO
1032021,29.1,19.6,VILLA DOLORES AERO
1032021,28.5,19,VILLA GESELL AERO
1032021,30.2,18.3,VILLA REYNOLDS AERO
28022021,28.4,22.4,AEROPARQUE AERO
28022021,28.4,18.6,AZUL AERO
28022021,36.1,19.5,BAHIA BLANCA AERO
28022021,27.5,5.3,BARILOCHE AERO
28022021,-5,-13.2,BASE BELGRANO II
28022021,5.1,1.4,BASE CARLINI (EX JUBANY)
28022021,7.3,1.9,BASE ESPERANZA
28022021,4.7,-2.2,BASE MARAMBIO
28022021,5,0.3,BASE ORCADAS
28022021,3.4,-1.7,BASE SAN MARTIN
28022021,,,BENITO JUAREZ AERO
28022021,30.1,16,BERNARDO DE IRIGOYEN AERO
28022021,29.7,18.2,BOLIVAR AERO
28022021,29.8,22.6,BUENOS AIRES OBSERVATORIO
28022021,29.3,20.2,CAMPO DE MAYO AERO
28022021,37,23.3,CATAMARCA AERO
28022021,35,21.5,CERES AERO
28022021,33,21,CHAMICAL AERO
28022021,30,7.8,CHAPELCO AERO
28022021,33,22.5,CHEPES
28022021,34,20,CHILECITO AERO
28022021,36.4,20.5,CIPOLLETTI
28022021,31.1,15.4,COMODORO RIVADAVIA AERO
28022021,33.1,19.5,CONCORDIA AERO
28022021,29.9,18.8,CORDOBA AERO
28022021,30.2,20.4,CORDOBA OBSERVATORIO
28022021,33.1,18.4,CORONEL PRINGLES AERO
28022021,31.7,19.3,CORONEL SUAREZ AERO
28022021,35,21.6,CORRIENTES AERO
28022021,28.8,21.1,DOLORES AERO
28022021,30,,EL BOLSON AERO
28022021,25.9,14.2,EL CALAFATE AERO
28022021,30,22.5,EL PALOMAR AERO
28022021,33,20,EL TREBOL
28022021,28.8,18.4,ESCUELA DE AVIACION MILITAR AERO
28022021,26.2,9.4,ESQUEL AERO
28022021,31.8,22,EZEIZA AERO
28022021,33.5,22.5,FORMOSA AERO
28022021,29,18,GENERAL PICO AERO
28022021,25.5,12,GOBERNADOR GREGORES AERO
28022021,32.6,21,GUALEGUAYCHU AERO
28022021,33.2,21.7,IGUAZU AERO
28022021,,,ITUZAINGO
28022021,32.5,15,JACHAL
28022021,30.1,18,JUJUY AERO
28022021,27.5,16.3,JUJUY U N
28022021,31.5,19,JUNIN AERO
28022021,29,21.8,LA PLATA AERO
28022021,21.1,7.7,LA QUIACA OBSERVATORIO
28022021,36.4,23.4,LA RIOJA AERO
28022021,25,18,LABOULAYE AERO
28022021,29.5,21.5,LAS FLORES
28022021,39,22.6,LAS LOMITAS
28022021,29.6,10.8,MALARGUE AERO
28022021,29.4,11.4,MAQUINCHAO
28022021,27.9,19.6,MAR DEL PLATA AERO
28022021,28.7,18.6,MARCOS JUAREZ AERO
28022021,29.8,19.8,MARIANO MORENO AERO
28022021,31.5,18.8,MENDOZA AERO
28022021,,17.6,MENDOZA OBSERVATORIO
28022021,32.2,20.2,MERCEDES AERO (CTES)
28022021,30.5,22,MERLO AERO
28022021,30.6,17.9,METAN
28022021,33.2,19.8,MONTE CASEROS AERO
28022021,30.2,22.4,MORON AERO
28022021,34.5,20,NEUQUEN AERO
28022021,31.2,19,NUEVE DE JULIO
28022021,,,OBERA
28022021,29.3,18.7,OLAVARRIA AERO
28022021,34.4,23,ORAN AERO
28022021,34.3,21.5,PARANA AERO
28022021,29.5,8.6,PASO DE INDIOS
28022021,32.3,20.4,PASO DE LOS LIBRES AERO
28022021,32.3,18.5,PEHUAJO AERO
28022021,23.5,12.5,PERITO MORENO AERO
28022021,32,18.7,PIGUE AERO
28022021,30.4,19.2,PILAR OBSERVATORIO
28022021,34.1,23.3,POSADAS AERO
28022021,38,22.1,PRESIDENCIA ROQUE SAENZ PEÑA AERO
28022021,29.6,14,PUERTO DESEADO AERO
28022021,28,18,PUERTO MADRYN AERO
28022021,28.5,22,PUNTA INDIO B.A.
28022021,34,19.5,RAFAELA AERO
28022021,33.9,21.4,RECONQUISTA AERO
28022021,35.7,22.9,RESISTENCIA AERO
28022021,35.6,21.8,RIO COLORADO
28022021,26,18.2,RIO CUARTO AERO
28022021,22.4,9.8,RIO GALLEGOS AERO
28022021,20.8,8,RIO GRANDE B.A.
28022021,39.8,24.8,RIVADAVIA
28022021,33.6,22.6,ROSARIO AERO
28022021,27.2,15.4,SALTA AERO
28022021,33,19,SAN ANTONIO OESTE AERO
28022021,,,SAN CARLOS (MZA)
28022021,28.6,21.8,SAN FERNANDO AERO
28022021,35.7,19.8,SAN JUAN AERO
28022021,31.5,14.9,SAN JULIAN AERO
28022021,30.5,17.1,SAN LUIS AERO
28022021,32.4,18.5,SAN MARTIN (MZA)
28022021,33.8,16.5,SAN RAFAEL AERO
28022021,27,13.2,SANTA CRUZ AERO
28022021,31.1,18.1,SANTA ROSA AERO
28022021,30.4,13.8,SANTA ROSA DE CONLARA AERO
